epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,6473.85,1.00727,0.53495,1.03166,0.87248,0.83565,0.89169,0.6105,1.21773,0.61953,1.14802,0.000742815,0.000742815,0.000742815
114,6531.11,1.0298,0.55507,1.02554,0.85268,0.84573,0.88525,0.59851,1.25002,0.64086,1.15162,0.000734564,0.000734564,0.000734564
115,6588.38,0.99198,0.55168,1.01201,0.88988,0.84353,0.90105,0.60993,1.25893,0.62215,1.15668,0.000726312,0.000726312,0.000726312
116,6645.68,0.98044,0.52517,0.9871,0.88546,0.83883,0.89961,0.61142,1.23724,0.61992,1.15229,0.00071806,0.00071806,0.00071806
117,6703,1.00179,0.5308,1.00468,0.87093,0.85509,0.89909,0.61197,1.23914,0.62178,1.16307,0.000709809,0.000709809,0.000709809
118,6760.31,1.00766,0.52836,1.00001,0.86807,0.85583,0.89991,0.61273,1.22004,0.61299,1.15087,0.000701557,0.000701557,0.000701557
119,6817.68,1.00309,0.5379,1.00144,0.87263,0.85586,0.89759,0.61032,1.22765,0.62807,1.16326,0.000693305,0.000693305,0.000693305
120,6874.98,0.99202,0.52396,1.00125,0.89251,0.82555,0.89677,0.60394,1.26463,0.63352,1.15621,0.000685054,0.000685054,0.000685054
121,6932.29,1.01029,0.53008,1.01034,0.85641,0.8428,0.88585,0.59442,1.2788,0.63278,1.17419,0.000676802,0.000676802,0.000676802
122,6989.58,1.0101,0.52614,0.99898,0.86205,0.86094,0.89486,0.6025,1.24126,0.6366,1.16358,0.00066855,0.00066855,0.00066855
123,7046.81,1.0002,0.53607,1.01094,0.8943,0.82522,0.9001,0.62302,1.21267,0.60077,1.14639,0.000660299,0.000660299,0.000660299
124,7104.11,0.98382,0.52416,1.00078,0.87957,0.84842,0.8956,0.61001,1.22368,0.62269,1.14627,0.000652047,0.000652047,0.000652047
125,7161.46,0.96998,0.52263,0.99159,0.87454,0.84426,0.89964,0.61448,1.21973,0.60827,1.14963,0.000643795,0.000643795,0.000643795
126,7218.75,0.98664,0.51517,1.00634,0.89072,0.85241,0.90625,0.62367,1.21576,0.60124,1.15172,0.000635544,0.000635544,0.000635544
