epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,12775.5,0.84198,0.43865,0.97284,0.87697,0.8553,0.90275,0.63575,1.17909,0.56498,1.18986,0.000189955,0.000189955,0.000189955
181,12846.8,0.83189,0.42481,0.95767,0.88387,0.85411,0.90188,0.63437,1.19647,0.56936,1.20364,0.000181703,0.000181703,0.000181703
182,12917.7,0.8558,0.45288,0.97471,0.88737,0.83937,0.90065,0.62796,1.19968,0.567,1.20603,0.000173451,0.000173451,0.000173451
183,12988.7,0.84238,0.43596,0.96674,0.88351,0.84886,0.90039,0.63619,1.18973,0.58419,1.19953,0.0001652,0.0001652,0.0001652
184,13059.9,0.84944,0.43186,0.97127,0.89905,0.83434,0.89821,0.63817,1.19107,0.56811,1.20181,0.000156948,0.000156948,0.000156948
185,13131.1,0.84777,0.43453,0.97253,0.89264,0.84111,0.90321,0.6376,1.18619,0.56692,1.19893,0.000148696,0.000148696,0.000148696
186,13202,0.83193,0.42386,0.9557,0.87181,0.85594,0.90038,0.62343,1.22597,0.58205,1.21269,0.000140445,0.000140445,0.000140445
187,13273,0.84435,0.44056,0.96125,0.8764,0.8488,0.89938,0.63044,1.19461,0.57013,1.20079,0.000132193,0.000132193,0.000132193
188,13343.9,0.81616,0.41932,0.96259,0.88692,0.84831,0.89761,0.63056,1.19588,0.57349,1.2009,0.000123941,0.000123941,0.000123941
189,13414.9,0.81457,0.41741,0.94679,0.89597,0.847,0.90065,0.63266,1.19638,0.57351,1.20055,0.00011569,0.00011569,0.00011569
190,13485.8,0.81102,0.42089,0.95496,0.88875,0.84731,0.89911,0.62747,1.20613,0.57333,1.21063,0.000107438,0.000107438,0.000107438
191,13556.8,0.84029,0.43402,0.97636,0.86691,0.84977,0.89107,0.62707,1.19062,0.57131,1.20756,9.91865e-05,9.91865e-05,9.91865e-05
192,13627.5,0.84278,0.42931,0.97732,0.88925,0.8419,0.89309,0.62391,1.21559,0.57343,1.2206,9.09349e-05,9.09349e-05,9.09349e-05
193,13698.2,0.85214,0.44011,0.98145,0.89408,0.84517,0.8968,0.62983,1.1994,0.56957,1.20931,8.26832e-05,8.26832e-05,8.26832e-05
194,13769,0.79692,0.4097,0.96028,0.89772,0.8396,0.89992,0.62701,1.20807,0.57081,1.21184,7.44316e-05,7.44316e-05,7.44316e-05
195,13839.7,0.78849,0.40306,0.95839,0.88875,0.84473,0.89928,0.62863,1.19405,0.56972,1.20507,6.61799e-05,6.61799e-05,6.61799e-05
196,13910.4,0.78927,0.39792,0.9585,0.87907,0.85378,0.89559,0.62286,1.19636,0.57959,1.20729,5.79283e-05,5.79283e-05,5.79283e-05
197,13981.2,0.78166,0.40245,0.95847,0.88461,0.85837,0.89959,0.62878,1.19139,0.57026,1.20678,4.96766e-05,4.96766e-05,4.96766e-05
198,14052.3,0.7879,0.40702,0.95734,0.88129,0.84568,0.89764,0.62929,1.20197,0.56033,1.21238,4.1425e-05,4.1425e-05,4.1425e-05
199,14123.3,0.76538,0.39868,0.94997,0.88949,0.85278,0.90213,0.63337,1.19555,0.56432,1.20657,3.31733e-05,3.31733e-05,3.31733e-05
200,14194.1,0.78058,0.40043,0.95641,0.87788,0.85956,0.90118,0.62991,1.19621,0.57165,1.209,2.49217e-05,2.49217e-05,2.49217e-05
