epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
170,12065.5,0.87177,0.45258,0.98024,0.88773,0.83,0.9039,0.63287,1.21476,0.57372,1.20364,0.000272471,0.000272471,0.000272471
171,12136.8,0.87539,0.45322,0.96823,0.87181,0.84764,0.90129,0.62589,1.22586,0.58288,1.21332,0.00026422,0.00026422,0.00026422
172,12207.7,0.85623,0.43402,0.9714,0.88056,0.84633,0.90031,0.62561,1.18692,0.57989,1.19631,0.000255968,0.000255968,0.000255968
173,12278.6,0.87055,0.44981,0.98317,0.87735,0.83999,0.89533,0.62716,1.20175,0.58276,1.19844,0.000247716,0.000247716,0.000247716
174,12349.6,0.86296,0.45206,0.97074,0.87661,0.85181,0.90133,0.62732,1.21462,0.58433,1.20648,0.000239465,0.000239465,0.000239465
175,12420.5,0.85054,0.43519,0.96982,0.88853,0.83225,0.89744,0.63078,1.20799,0.5868,1.20655,0.000231213,0.000231213,0.000231213
176,12491.5,0.86458,0.44536,0.96642,0.88277,0.84394,0.90118,0.6331,1.2017,0.57612,1.20217,0.000222961,0.000222961,0.000222961
177,12562.7,0.85289,0.43781,0.97929,0.87595,0.85436,0.8968,0.62785,1.20388,0.57416,1.20504,0.00021471,0.00021471,0.00021471
178,12633.6,0.84623,0.44524,0.9655,0.86447,0.85667,0.89896,0.63122,1.19482,0.57835,1.19793,0.000206458,0.000206458,0.000206458
179,12704.6,0.86246,0.45838,0.98162,0.87426,0.85316,0.89874,0.62944,1.20701,0.57384,1.20138,0.000198206,0.000198206,0.000198206
