epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
118,1311.09,1.2427,0.73993,1.03782,0.82948,0.79403,0.85561,0.56298,1.23508,0.73236,1.06519,0.000701557,0.000701557,0.000701557
119,1322.1,1.25233,0.76347,1.04367,0.82312,0.8296,0.86291,0.55889,1.25388,0.73899,1.07235,0.000693305,0.000693305,0.000693305
120,1333.12,1.25051,0.73969,1.03873,0.82944,0.80031,0.85796,0.56695,1.21581,0.73377,1.05593,0.000685054,0.000685054,0.000685054
121,1344.15,1.24781,0.7435,1.05004,0.85653,0.82353,0.87773,0.57795,1.20294,0.70716,1.04719,0.000676802,0.000676802,0.000676802
122,1355.68,1.23008,0.73019,1.0313,0.86953,0.81575,0.88291,0.58752,1.20883,0.70023,1.05,0.00066855,0.00066855,0.00066855
123,1366.67,1.24634,0.74442,1.04669,0.87114,0.83047,0.88341,0.588,1.20458,0.69187,1.04635,0.000660299,0.000660299,0.000660299
124,1377.71,1.21808,0.7362,1.03306,0.85303,0.82083,0.87386,0.57664,1.20564,0.71367,1.04627,0.000652047,0.000652047,0.000652047
125,1388.75,1.22751,0.74496,1.03543,0.85464,0.81427,0.8715,0.57887,1.1987,0.70318,1.0456,0.000643795,0.000643795,0.000643795
126,1399.75,1.24588,0.74012,1.04956,0.85394,0.80908,0.87202,0.57209,1.23169,0.72184,1.05658,0.000635544,0.000635544,0.000635544
127,1410.74,1.23754,0.73442,1.03847,0.85848,0.80064,0.86985,0.56499,1.25091,0.71252,1.06592,0.000627292,0.000627292,0.000627292
128,1421.77,1.23213,0.73926,1.02897,0.84883,0.79426,0.86338,0.55714,1.24967,0.72098,1.06692,0.00061904,0.00061904,0.00061904
129,1432.78,1.22115,0.73053,1.03366,0.85871,0.79698,0.86359,0.57017,1.20169,0.69718,1.05025,0.000610789,0.000610789,0.000610789
130,1443.76,1.22933,0.73438,1.03389,0.87575,0.80007,0.87373,0.57454,1.2017,0.70534,1.04913,0.000602537,0.000602537,0.000602537
131,1454.72,1.20544,0.71795,1.03557,0.85405,0.81437,0.88141,0.57794,1.20061,0.69635,1.05026,0.000594286,0.000594286,0.000594286
132,1465.73,1.17464,0.70808,1.01811,0.84172,0.83622,0.88014,0.58971,1.18432,0.70148,1.04385,0.000586034,0.000586034,0.000586034
133,1476.77,1.23293,0.72837,1.03182,0.87354,0.81766,0.88087,0.57666,1.2075,0.70088,1.05019,0.000577782,0.000577782,0.000577782
134,1487.74,1.22626,0.73274,1.03104,0.85653,0.80354,0.86762,0.56812,1.24463,0.71685,1.06313,0.000569531,0.000569531,0.000569531
135,1498.73,1.20111,0.71843,1.02994,0.86801,0.81722,0.87548,0.57775,1.20983,0.69202,1.05071,0.000561279,0.000561279,0.000561279
136,1509.74,1.24281,0.72216,1.03675,0.85524,0.81863,0.86577,0.57162,1.21531,0.69546,1.05123,0.000553027,0.000553027,0.000553027
137,1520.74,1.19982,0.71176,1.03,0.87358,0.81717,0.88108,0.58359,1.21589,0.69045,1.0471,0.000544776,0.000544776,0.000544776
138,1531.74,1.20168,0.7092,1.03244,0.84058,0.82433,0.87132,0.57664,1.22984,0.70442,1.05573,0.000536524,0.000536524,0.000536524
139,1542.72,1.18541,0.70962,1.0231,0.86861,0.80478,0.87657,0.58283,1.20207,0.6851,1.04809,0.000528272,0.000528272,0.000528272
140,1553.75,1.20227,0.70346,1.02784,0.84685,0.82478,0.87456,0.57584,1.22613,0.69692,1.05617,0.000520021,0.000520021,0.000520021
141,1564.72,1.21969,0.7139,1.03714,0.86167,0.8159,0.87058,0.5669,1.25039,0.71366,1.06688,0.000511769,0.000511769,0.000511769
142,1575.67,1.24374,0.73018,1.05051,0.872,0.82324,0.87979,0.58336,1.23909,0.69613,1.05798,0.000503517,0.000503517,0.000503517
143,1586.67,1.23177,0.72794,1.037,0.86391,0.82827,0.87554,0.58521,1.203,0.68321,1.05061,0.000495266,0.000495266,0.000495266
144,1597.72,1.19093,0.69472,1.01625,0.86355,0.81174,0.87326,0.58182,1.20411,0.68787,1.04945,0.000487014,0.000487014,0.000487014
145,1608.81,1.21417,0.71084,1.02472,0.85134,0.81982,0.8731,0.58401,1.18562,0.68152,1.04403,0.000478762,0.000478762,0.000478762
146,1619.83,1.18584,0.69241,1.01685,0.87989,0.82219,0.87859,0.58574,1.20523,0.67616,1.05225,0.000470511,0.000470511,0.000470511
147,1630.85,1.2115,0.69738,1.02259,0.86575,0.83178,0.87948,0.57869,1.21072,0.68395,1.05438,0.000462259,0.000462259,0.000462259
148,1641.87,1.21474,0.70748,1.02076,0.86643,0.83131,0.87419,0.57815,1.20871,0.68796,1.05145,0.000454007,0.000454007,0.000454007
149,1652.83,1.20894,0.71665,1.04011,0.87512,0.83382,0.8751,0.58198,1.19939,0.68035,1.04572,0.000445756,0.000445756,0.000445756
150,1663.83,1.16624,0.69464,1.01203,0.87438,0.8185,0.87625,0.5897,1.17446,0.67253,1.0364,0.000437504,0.000437504,0.000437504
151,1674.85,1.18003,0.68765,1.00865,0.85825,0.81167,0.87185,0.57872,1.21277,0.69425,1.04991,0.000429253,0.000429253,0.000429253
152,1685.84,1.17799,0.69383,1.01805,0.86539,0.81701,0.87481,0.58121,1.19228,0.67739,1.04699,0.000421001,0.000421001,0.000421001
153,1696.8,1.17992,0.6936,1.01826,0.85732,0.82515,0.8734,0.58169,1.19019,0.67986,1.04269,0.000412749,0.000412749,0.000412749
154,1707.85,1.18479,0.70013,1.01065,0.88036,0.82197,0.87326,0.57823,1.19698,0.68235,1.04655,0.000404498,0.000404498,0.000404498
155,1718.84,1.17101,0.69803,1.01292,0.87784,0.8211,0.87407,0.58151,1.2024,0.68466,1.04366,0.000396246,0.000396246,0.000396246
156,1729.88,1.18709,0.69547,1.02426,0.87539,0.81845,0.88466,0.5878,1.18751,0.67768,1.04664,0.000387994,0.000387994,0.000387994
157,1740.85,1.17137,0.67394,1.01934,0.87827,0.83071,0.88673,0.58877,1.19914,0.67091,1.04501,0.000379743,0.000379743,0.000379743
158,1751.86,1.19718,0.69237,1.01925,0.86268,0.83536,0.88058,0.58938,1.1827,0.66913,1.03817,0.000371491,0.000371491,0.000371491
159,1762.87,1.17843,0.68279,1.01439,0.86381,0.83499,0.88102,0.5893,1.17883,0.67805,1.03878,0.000363239,0.000363239,0.000363239
160,1773.88,1.17477,0.68646,1.01432,0.8643,0.8265,0.87626,0.57774,1.20948,0.68033,1.04944,0.000354988,0.000354988,0.000354988
