epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,2004.86,1.11801,0.65181,0.99526,0.86179,0.84176,0.87853,0.58186,1.19942,0.66398,1.04709,0.000181703,0.000181703,0.000181703
182,2015.89,1.15049,0.67503,1.00743,0.87386,0.82577,0.87691,0.58153,1.19147,0.65839,1.04452,0.000173451,0.000173451,0.000173451
183,2026.9,1.1315,0.64903,1.00368,0.87768,0.8127,0.871,0.58251,1.19474,0.66578,1.04888,0.0001652,0.0001652,0.0001652
184,2037.87,1.14099,0.66425,1.00895,0.87769,0.80886,0.87245,0.57954,1.19553,0.66599,1.0498,0.000156948,0.000156948,0.000156948
185,2048.84,1.13448,0.6657,1.00697,0.87981,0.80787,0.87392,0.582,1.18763,0.65884,1.0495,0.000148696,0.000148696,0.000148696
186,2059.83,1.13614,0.65722,1.00421,0.87988,0.81223,0.87545,0.58132,1.19574,0.66397,1.05262,0.000140445,0.000140445,0.000140445
187,2070.82,1.11909,0.65629,0.98786,0.87003,0.82423,0.8782,0.5813,1.19524,0.66033,1.04808,0.000132193,0.000132193,0.000132193
188,2081.74,1.11199,0.64909,1.00571,0.87505,0.81724,0.87703,0.58223,1.18564,0.65157,1.04538,0.000123941,0.000123941,0.000123941
189,2092.78,1.13464,0.65603,0.99707,0.8654,0.81849,0.8744,0.58468,1.18608,0.65574,1.04654,0.00011569,0.00011569,0.00011569
190,2103.75,1.10964,0.65217,0.99712,0.86246,0.83406,0.87505,0.58264,1.18678,0.65951,1.04678,0.000107438,0.000107438,0.000107438
191,2114.79,1.13516,0.67926,1.01741,0.86055,0.82931,0.87232,0.57718,1.20013,0.66749,1.05539,9.91865e-05,9.91865e-05,9.91865e-05
192,2125.57,1.11351,0.65666,1.00345,0.86466,0.81713,0.87161,0.57636,1.20357,0.66638,1.05833,9.09349e-05,9.09349e-05,9.09349e-05
193,2136.35,1.10777,0.65172,0.99988,0.83754,0.83718,0.87061,0.57673,1.20067,0.67202,1.05867,8.26832e-05,8.26832e-05,8.26832e-05
194,2147.11,1.08182,0.63077,1.00068,0.85026,0.8318,0.87181,0.58056,1.19381,0.67156,1.05192,7.44316e-05,7.44316e-05,7.44316e-05
195,2157.89,1.08021,0.62639,0.99691,0.86056,0.82512,0.87066,0.57868,1.20214,0.66664,1.05471,6.61799e-05,6.61799e-05,6.61799e-05
196,2168.67,1.07244,0.62719,0.99089,0.86162,0.83043,0.87434,0.58167,1.19738,0.6629,1.05207,5.79283e-05,5.79283e-05,5.79283e-05
197,2179.44,1.05339,0.61259,0.99267,0.86245,0.83536,0.87558,0.58293,1.19611,0.66251,1.0525,4.96766e-05,4.96766e-05,4.96766e-05
198,2190.19,1.08692,0.6406,0.99693,0.86138,0.83617,0.87469,0.58164,1.20325,0.66406,1.05493,4.1425e-05,4.1425e-05,4.1425e-05
199,2200.96,1.0683,0.62508,0.99416,0.8622,0.83566,0.87557,0.58377,1.19796,0.66074,1.05211,3.31733e-05,3.31733e-05,3.31733e-05
200,2211.72,1.06663,0.62299,0.99059,0.86307,0.82665,0.87571,0.5847,1.19726,0.66129,1.05226,2.49217e-05,2.49217e-05,2.49217e-05
